UserID,Date,Duration,Device,Location,Participants,CallType,InternetSpeed,FeedbackRating,Comments,ConnectionIssues,AgeGroup,SubscriptionType
12320,2021-09-03,119,Tablet,"London, UK",4,Meeting,,,Feeling late standard accept bag report.,True,35-44,Free
50064,2021-10-05,0,Tablet,"São Paulo, BRA",17,Meeting,,3.0,Magazine international kind rate.,False,18-24,Enterprise
82344,2024-06-04,-23,PC,"New York, USA",27,Meeting,,3.0,,False,45-54,Business
33388,2023-07-22,88,Tablet,"New York, USA",48,Class,,,,False,18-24,Enterprise
33325,2022-02-16,48,Tablet,"Tokyo, JPN",12,Meeting,,2.0,Thing training base amount successful.,True,35-44,Enterprise
89005,2021-10-19,-1,Tablet,"London, UK",17,Class,180.68,,,True,55+,Free
45527,2022-07-04,6,Phone,"Tokyo, JPN",53,Meeting,,,Arm majority total instead discuss.,True,18-24,Enterprise
98436,2022-10-16,-25,PC,"New York, USA",54,Class,,,Particular boy under chair though third.,True,25-34,Pro
34724,2021-08-22,-11,Phone,"New York, USA",56,Class,,1.0,,False,45-54,Enterprise
97682,2022-01-07,0,Tablet,"São Paulo, BRA",79,Webinar,,3.0,,True,25-34,Free
91393,2023-10-14,3,PC,"London, UK",62,Class,29.89,4.0,,False,25-34,Enterprise
67322,2023-04-14,3,PC,"Tokyo, JPN",63,Webinar,,5.0,,False,18-24,Business
76338,2022-03-22,-10,Tablet,"Tokyo, JPN",95,Class,,,Heart speak edge radio add system step.,False,25-34,Free
20213,2022-10-28,-17,Phone,"New York, USA",35,Class,,,Soldier once too born camera serious.,False,45-54,Enterprise
33822,2021-12-13,21,Tablet,"Sydney, AUS",57,Meeting,,,,False,45-54,Enterprise
82312,2023-12-27,-10,Tablet,"London, UK",80,Meeting,57.21,4.0,,True,55+,Enterprise
38112,2024-03-04,-17,Tablet,"London, UK",27,Class,10.36,,Eight threat vote serious early machine today market.,True,25-34,Free
56493,2022-11-24,-20,PC,"São Paulo, BRA",30,Meeting,,,Activity effort argue serious listen land run drug.,True,55+,Business
78966,2022-06-27,20,Phone,"New York, USA",57,Webinar,192.57,1.0,Carry seem PM situation natural property media.,True,55+,Free
35400,2023-08-12,81,Tablet,"London, UK",94,Webinar,,1.0,Treat more else film dog newspaper anything.,False,25-34,Free
64027,2024-02-16,-16,PC,"London, UK",61,Webinar,58.06,,Interesting partner follow listen policy reflect term.,False,35-44,Pro
46442,2022-06-08,-6,PC,"London, UK",55,Webinar,,,Idea manager machine upon hospital care now.,False,25-34,Free
32271,2022-09-27,104,PC,"Sydney, AUS",41,Webinar,196.41,4.0,Give music ready family sense child.,True,25-34,Free
13803,2024-03-11,-5,Tablet,"Tokyo, JPN",88,Class,,,,False,55+,Pro
15047,2021-10-05,52,Phone,"São Paulo, BRA",80,Class,,4.0,Easy executive Mr.,True,18-24,Business
75243,2023-12-05,93,Phone,"São Paulo, BRA",37,Meeting,,,Western set card onto agreement.,True,18-24,Free
50997,2023-10-15,-13,PC,"Sydney, AUS",93,Webinar,197.4,,,False,18-24,Free
53071,2022-04-26,84,Tablet,"Sydney, AUS",74,Class,,2.0,Stay full data class until.,False,55+,Pro
80321,2022-08-18,49,PC,"Sydney, AUS",67,Class,,4.0,,False,45-54,Free
43480,2022-11-07,8,Tablet,"London, UK",58,Meeting,,,Agency question control speak administration.,False,45-54,Enterprise
14881,2023-03-16,0,Phone,"Tokyo, JPN",21,Meeting,,4.0,Son believe gun investment their break expert.,True,25-34,Enterprise
28775,2023-10-25,5,Phone,"Sydney, AUS",16,Class,170.61,,Growth expert step yeah community.,True,55+,Pro
55882,2022-03-06,-21,Tablet,"Sydney, AUS",63,Meeting,158.45,,,False,35-44,Pro
53383,2022-12-02,-7,PC,"New York, USA",71,Webinar,14.45,,Baby nearly agree like concern increase.,False,35-44,Enterprise
92319,2021-11-14,107,PC,"São Paulo, BRA",82,Webinar,,,,False,45-54,Pro
85575,2022-11-27,51,Phone,"Tokyo, JPN",95,Webinar,129.54,,Your opportunity situation fire technology light short.,True,55+,Free
64873,2023-08-01,80,Phone,"São Paulo, BRA",25,Webinar,101.03,1.0,Front find up southern.,False,25-34,Pro
46882,2021-10-06,-4,PC,"São Paulo, BRA",78,Webinar,80.96,4.0,Former rest out expect morning.,True,45-54,Free
18557,2022-01-20,-20,Tablet,"New York, USA",15,Meeting,,2.0,,True,25-34,Business
81118,2022-01-01,53,PC,"São Paulo, BRA",42,Meeting,6.41,,,True,45-54,Business
61396,2024-07-23,49,PC,"London, UK",31,Class,,,Vote cell impact study let.,False,18-24,Business
61637,2023-04-16,71,Tablet,"New York, USA",53,Class,47.51,3.0,,True,35-44,Enterprise
54718,2022-08-31,11,PC,"Sydney, AUS",70,Meeting,,,,False,55+,Business
94633,2024-05-10,22,Tablet,"Sydney, AUS",77,Webinar,,3.0,General a garden every visit anyone each.,False,18-24,Pro
22621,2023-07-10,69,Tablet,"New York, USA",51,Class,25.47,,With someone member.,True,55+,Business
61907,2022-07-30,0,Phone,"Sydney, AUS",97,Class,91.09,,,False,18-24,Pro
84183,2024-02-23,-30,PC,"New York, USA",87,Meeting,,4.0,Skin kid yet but market.,True,55+,Free
51305,2023-12-01,-4,Phone,"New York, USA",46,Webinar,,4.0,Company open suggest special probably.,True,18-24,Enterprise
90970,2021-07-31,-24,PC,"London, UK",96,Meeting,,2.0,Use send parent trouble.,False,25-34,Pro
26253,2022-04-09,-29,Tablet,"São Paulo, BRA",27,Meeting,,,Almost both nature animal small.,False,25-34,Pro
52209,2022-01-07,95,PC,"São Paulo, BRA",17,Class,,5.0,Feel both house service respond garden analysis write.,False,25-34,Free
85013,2023-12-16,-9,Phone,"São Paulo, BRA",59,Meeting,187.64,,Real growth hair his election.,False,35-44,Free
52791,2024-06-07,-16,Tablet,"São Paulo, BRA",98,Meeting,176.88,,Stage option child.,False,35-44,Free
48290,2022-01-26,25,Phone,"New York, USA",95,Meeting,,1.0,,False,35-44,Free
74861,2022-04-19,81,Tablet,"Tokyo, JPN",4,Class,,3.0,,True,35-44,Free
28864,2022-12-29,43,PC,"São Paulo, BRA",80,Webinar,,5.0,,True,18-24,Enterprise
66346,2023-06-24,114,PC,"New York, USA",57,Meeting,,1.0,Future senior action wife.,True,35-44,Enterprise
90328,2022-01-17,-11,PC,"São Paulo, BRA",85,Class,,,Southern their miss science place player.,True,35-44,Free
84891,2022-05-06,67,PC,"New York, USA",2,Class,142.95,5.0,Street tend camera like.,False,35-44,Enterprise
26774,2024-07-12,-11,PC,"London, UK",18,Meeting,,,Herself either something choice reason.,False,35-44,Pro
78101,2024-02-11,-21,Tablet,"Sydney, AUS",2,Class,117.7,1.0,Edge act individual.,True,45-54,Business
14643,2024-04-02,26,PC,"Sydney, AUS",25,Class,,,Top support entire power include seem.,False,55+,Business
99803,2023-09-28,43,Tablet,"New York, USA",64,Meeting,184.07,,Lot analysis particularly consumer among skin care.,True,45-54,Business
56493,2022-06-30,95,Tablet,"London, UK",1,Webinar,,1.0,,False,25-34,Business
44534,2023-03-07,4,Tablet,"London, UK",29,Webinar,,5.0,,True,25-34,Business
99018,2021-08-18,13,Tablet,"New York, USA",44,Meeting,61.71,,Newspaper within what.,False,18-24,Free
69362,2022-06-01,113,PC,"London, UK",69,Webinar,,,Since force final six drug move voice goal.,True,18-24,Pro
26446,2023-11-17,69,Tablet,"London, UK",7,Class,159.33,,,True,45-54,Free
35400,2022-07-28,-18,Tablet,"São Paulo, BRA",60,Meeting,,,Character these poor certain anyone.,False,45-54,Business
89375,2023-01-16,52,PC,"London, UK",26,Webinar,,,Card guess upon air night clearly power.,False,55+,Pro
70649,2022-04-05,-19,Phone,"New York, USA",18,Meeting,,2.0,Likely room today majority group.,False,45-54,Enterprise
70826,2024-07-17,-17,Tablet,"Sydney, AUS",35,Webinar,,,Read truth student service between fly.,False,18-24,Business
73032,2022-03-16,65,Tablet,"London, UK",13,Meeting,15.2,5.0,Media maintain area professor.,False,35-44,Business
42644,2023-02-26,-6,PC,"São Paulo, BRA",18,Class,,,,False,45-54,Enterprise
28864,2023-02-22,75,Tablet,"São Paulo, BRA",98,Meeting,173.23,2.0,Into clear money religious issue.,False,45-54,Business
88190,2023-03-11,11,Tablet,"Tokyo, JPN",27,Webinar,90.54,3.0,Grow dinner us hot care decide.,True,35-44,Free
72454,2023-12-04,-9,Tablet,"London, UK",54,Webinar,,,Century travel inside that method down.,True,55+,Free
21668,2023-11-14,-26,Phone,"São Paulo, BRA",78,Class,,,,False,25-34,Enterprise
14645,2023-12-26,-12,Phone,"Sydney, AUS",12,Meeting,21.76,,,True,18-24,Enterprise
81020,2021-07-26,-23,Phone,"São Paulo, BRA",9,Webinar,12.43,,Best however live move help claim cause.,False,45-54,Pro
21436,2022-03-20,-13,Tablet,"New York, USA",50,Meeting,26.86,,Tell now grow day whose pretty smile commercial.,False,25-34,Business
28365,2023-11-17,-14,Tablet,"London, UK",1,Meeting,,5.0,Interest skill concern wall.,False,45-54,Enterprise
37819,2022-09-20,6,Tablet,"Tokyo, JPN",45,Class,,4.0,Never central sea quality director agree easy.,True,55+,Enterprise
72033,2024-02-11,50,Phone,"São Paulo, BRA",13,Webinar,140.03,2.0,,False,18-24,Pro
78683,2021-12-07,64,Tablet,"New York, USA",97,Meeting,,,,True,55+,Free
55191,2024-02-18,-28,Tablet,"Sydney, AUS",96,Webinar,,1.0,,True,35-44,Enterprise
34135,2022-06-29,60,Phone,"London, UK",92,Webinar,,2.0,Animal matter task how thousand summer.,True,25-34,Business
44516,2023-04-29,-7,PC,"New York, USA",86,Meeting,135.8,,,True,55+,Pro
58488,2023-11-21,90,Tablet,"Sydney, AUS",57,Meeting,120.04,4.0,Government business control process cell pattern.,False,25-34,Pro
50858,2021-10-27,3,PC,"Sydney, AUS",25,Class,134.12,1.0,Hold area production question election benefit.,True,45-54,Free
91393,2024-04-29,42,Phone,"London, UK",70,Webinar,187.85,2.0,,False,25-34,Free
90328,2022-10-03,84,Tablet,"London, UK",59,Meeting,,,,True,45-54,Business
63814,2021-11-12,77,Phone,"São Paulo, BRA",73,Meeting,51.14,,Reach past up trip.,False,25-34,Business
63869,2023-02-13,-6,Phone,"Tokyo, JPN",9,Webinar,,4.0,Hard win kid act you.,True,25-34,Free
52552,2021-12-26,98,Tablet,"London, UK",95,Webinar,151.69,1.0,Forward building herself.,False,25-34,Pro
78298,2022-02-23,27,PC,"São Paulo, BRA",57,Class,175.59,,Management west level at situation could.,True,55+,Enterprise
41029,2023-08-22,105,PC,"Sydney, AUS",44,Meeting,41.96,2.0,Plan them their stock example south explain.,False,55+,Business
53383,2022-06-18,57,PC,"Tokyo, JPN",9,Meeting,11.37,2.0,,True,25-34,Free
81791,2024-05-17,-16,PC,"London, UK",32,Webinar,36.11,,Significant inside soon tend can.,True,35-44,Enterprise
34724,2023-09-14,-18,PC,"Tokyo, JPN",57,Webinar,,,,False,45-54,Free
38169,2021-12-25,-1,Phone,"São Paulo, BRA",20,Class,,,Word main first short.,False,45-54,Enterprise
14199,2021-11-09,-26,PC,"London, UK",25,Meeting,,,Of inside campaign series.,False,35-44,Enterprise
81553,2022-11-15,40,Tablet,"New York, USA",16,Webinar,186.49,,Hold toward choose development never pressure.,False,55+,Enterprise
77304,2022-08-29,89,Phone,"Tokyo, JPN",55,Class,,,Car statement size seven what.,True,25-34,Business
49295,2022-09-09,59,Tablet,"London, UK",78,Class,190.4,1.0,Grow high central pay head audience.,False,45-54,Free
79901,2022-02-02,-24,PC,"Tokyo, JPN",33,Class,,,Fact discover capital before bank.,True,18-24,Business
98956,2022-06-06,19,Phone,"Tokyo, JPN",90,Webinar,2.28,4.0,,False,55+,Enterprise
50064,2023-08-24,-7,PC,"London, UK",48,Meeting,141.11,4.0,Pay past student.,True,45-54,Pro
99481,2024-07-09,26,PC,"Sydney, AUS",53,Webinar,125.74,2.0,,False,18-24,Business
23943,2024-01-16,44,Tablet,"Tokyo, JPN",87,Meeting,,1.0,,True,45-54,Business
79151,2022-12-17,-15,Phone,"Tokyo, JPN",44,Webinar,,3.0,Analysis light source which free court hit.,False,45-54,Free
15473,2023-03-30,-3,PC,"New York, USA",59,Class,80.96,1.0,Alone low population everyone forward list.,False,25-34,Business
86085,2023-07-07,-9,Phone,"Tokyo, JPN",85,Meeting,,,Work important environment politics.,False,45-54,Pro
62391,2023-12-28,63,Tablet,"Tokyo, JPN",61,Class,171.56,,Floor half others everybody parent sure.,True,55+,Free
94681,2024-05-20,64,Tablet,"São Paulo, BRA",60,Meeting,179.39,4.0,,True,18-24,Free
12449,2022-03-31,92,Tablet,"Tokyo, JPN",99,Webinar,,4.0,Buy deal traditional include.,False,18-24,Business
47440,2021-08-02,29,Phone,"Sydney, AUS",49,Class,,,Offer step myself market former way.,True,35-44,Free
45412,2022-10-19,12,Tablet,"São Paulo, BRA",25,Class,,,Year throw call face great front.,True,35-44,Free
12320,2023-09-06,-24,Tablet,"Sydney, AUS",99,Webinar,159.71,5.0,,True,55+,Enterprise
38046,2023-10-01,-4,PC,"Tokyo, JPN",88,Webinar,,2.0,Industry still rich.,False,55+,Free
38863,2024-02-16,-8,Phone,"London, UK",64,Webinar,,,,True,25-34,Free
21668,2023-06-07,111,Tablet,"Tokyo, JPN",39,Class,182.56,,Account since range truth property western.,False,35-44,Enterprise
48290,2024-04-20,-14,Tablet,"London, UK",90,Class,79.36,3.0,Easy president feeling bank affect morning.,False,45-54,Pro
13580,2022-06-05,-16,Tablet,"London, UK",27,Meeting,161.07,,Federal involve red later admit quite card.,True,25-34,Enterprise
73612,2024-03-04,55,PC,"New York, USA",46,Webinar,36.75,,In majority serious indeed civil.,True,45-54,Pro
30475,2021-08-06,-23,Tablet,"Sydney, AUS",89,Class,,,Whole military build edge draw trip.,False,35-44,Enterprise
25351,2022-10-14,2,PC,"New York, USA",63,Class,134.09,,,True,55+,Pro
10347,2022-11-15,-10,Tablet,"São Paulo, BRA",17,Meeting,65.72,4.0,True lot outside another.,False,18-24,Free
67404,2022-01-14,97,PC,"São Paulo, BRA",89,Meeting,,3.0,,True,25-34,Free
37123,2024-01-02,33,PC,"New York, USA",65,Webinar,73.35,4.0,,True,55+,Business
52209,2023-06-05,69,Phone,"Tokyo, JPN",89,Webinar,,5.0,Choice fact provide security phone hour focus.,True,25-34,Free
32767,2022-07-06,19,PC,"São Paulo, BRA",71,Meeting,,,,False,35-44,Enterprise
22396,2024-03-01,-25,Tablet,"New York, USA",33,Class,85.64,5.0,,False,25-34,Business
39389,2022-07-18,85,Tablet,"London, UK",41,Webinar,76.41,,,True,55+,Enterprise
15711,2021-10-31,43,Tablet,"Sydney, AUS",100,Webinar,30.12,3.0,,True,45-54,Free
83672,2023-05-14,119,Phone,"Sydney, AUS",76,Webinar,,,No company stage data democratic control professor.,True,18-24,Pro
17726,2022-12-04,97,Tablet,"São Paulo, BRA",71,Class,,4.0,,True,25-34,Pro
53615,2024-03-23,-7,PC,"Sydney, AUS",91,Meeting,,4.0,Financial best his care support fast.,False,45-54,Business
58059,2023-07-05,55,Tablet,"New York, USA",40,Webinar,154.35,1.0,Voice cut scientist close.,True,25-34,Free
99082,2022-07-08,-21,PC,"Tokyo, JPN",87,Class,186.56,,The support effect home American.,True,45-54,Free
52552,2024-02-20,25,Phone,"Tokyo, JPN",90,Class,150.18,5.0,He impact down data.,True,55+,Pro
63869,2023-06-06,10,Phone,"Sydney, AUS",7,Webinar,99.61,3.0,Including arrive yes tend west assume.,True,55+,Free
45412,2022-08-05,-15,Tablet,"London, UK",1,Class,,,Provide role test.,True,45-54,Enterprise
71093,2022-04-26,-30,Tablet,"Sydney, AUS",46,Meeting,2.03,,,False,45-54,Pro
99082,2023-09-25,68,Tablet,"New York, USA",63,Meeting,,,Seat provide card.,False,35-44,Enterprise
51305,2023-01-04,-13,PC,"Tokyo, JPN",85,Webinar,,4.0,Beautiful create style people.,True,18-24,Pro
81020,2024-01-19,-26,Tablet,"Sydney, AUS",5,Meeting,,3.0,Couple race black add wall.,False,25-34,Business
61122,2023-04-30,-6,Phone,"Tokyo, JPN",17,Meeting,191.58,2.0,Though our choice bit.,True,25-34,Free
76792,2023-03-25,-20,Phone,"New York, USA",56,Webinar,,,,True,55+,Pro
42051,2024-02-05,36,Tablet,"London, UK",86,Webinar,40.48,5.0,,True,25-34,Free
47557,2022-04-14,-29,PC,"London, UK",55,Meeting,123.68,,Room society society say dinner answer bit.,False,25-34,Pro
44917,2021-08-23,55,Phone,"Tokyo, JPN",83,Meeting,,,Sign position yourself unit develop network while left.,False,25-34,Business
78966,2023-08-30,7,PC,"New York, USA",85,Class,,,Garden between senior particular.,True,45-54,Pro
62103,2022-11-29,-19,Tablet,"New York, USA",13,Class,3.72,,Third place skill bit daughter nor money.,False,55+,Business
63650,2024-03-25,84,Phone,"Tokyo, JPN",12,Meeting,26.97,1.0,,False,18-24,Free
21791,2022-11-30,-11,Tablet,"Tokyo, JPN",98,Meeting,107.18,1.0,,False,55+,Business
78966,2024-04-14,47,Tablet,"New York, USA",62,Webinar,105.23,,Across experience upon situation trip individual best.,True,35-44,Free
88656,2024-04-12,73,Phone,"Tokyo, JPN",64,Class,106.96,,Program main board run dream value.,False,55+,Enterprise
90328,2023-11-25,78,PC,"New York, USA",21,Class,44.34,,Learn finally southern evening sit environment way.,False,35-44,Pro
65703,2024-01-07,91,PC,"London, UK",6,Class,48.41,,Particular business food store shoulder gun.,False,18-24,Pro
80612,2023-05-20,27,PC,"Sydney, AUS",81,Class,,,Join hospital actually interesting everybody pressure data.,False,55+,Business
82924,2023-08-27,8,Tablet,"London, UK",94,Webinar,36.17,5.0,Glass box early attorney see message.,False,35-44,Pro
82822,2022-06-04,-23,Tablet,"London, UK",75,Class,,,,False,35-44,Pro
17751,2022-07-24,-28,PC,"Tokyo, JPN",24,Meeting,,,,True,25-34,Enterprise
68991,2023-09-23,78,PC,"New York, USA",55,Meeting,,1.0,After word plan under opportunity.,True,55+,Free
53615,2024-04-23,50,PC,"New York, USA",17,Meeting,,2.0,This find contain across politics possible image.,True,18-24,Business
90339,2023-05-14,91,PC,"Tokyo, JPN",98,Class,178.59,,Maintain government anything power assume them.,True,18-24,Business
78432,2024-05-20,70,PC,"New York, USA",70,Webinar,,2.0,Last service south meeting truth simply.,True,25-34,Enterprise
79068,2022-12-08,-19,PC,"Tokyo, JPN",88,Class,164.73,4.0,Poor according remember worry clearly road together.,True,18-24,Business
23800,2023-04-14,-11,PC,"Sydney, AUS",11,Meeting,121.3,,Lead his until hit play.,False,25-34,Business
75405,2022-02-16,-21,PC,"Sydney, AUS",64,Class,,1.0,Firm respond maybe those actually.,True,25-34,Business
78101,2023-04-04,-16,PC,"New York, USA",74,Webinar,,2.0,Garden point will large trial.,True,25-34,Enterprise
71060,2023-06-19,-15,Tablet,"Tokyo, JPN",78,Class,67.36,,Because generation trouble relationship exist imagine become be.,False,55+,Pro
10347,2024-05-24,-12,Phone,"São Paulo, BRA",100,Class,162.45,1.0,Of discuss need because industry.,True,18-24,Business
44430,2022-09-05,61,PC,"New York, USA",45,Webinar,169.9,,,False,25-34,Pro
86500,2022-04-03,29,PC,"London, UK",49,Class,,3.0,Billion keep leg rich outside.,True,45-54,Pro
97173,2024-06-12,19,PC,"London, UK",10,Meeting,,2.0,Cold here probably win whatever.,True,55+,Business
73661,2022-06-13,-7,Tablet,"New York, USA",37,Meeting,32.02,5.0,Series least benefit place economy south authority back.,True,45-54,Enterprise
52791,2023-04-02,-16,Phone,"São Paulo, BRA",40,Class,46.24,3.0,Degree draw off one newspaper make.,True,25-34,Enterprise
10980,2021-09-27,-23,PC,"São Paulo, BRA",78,Meeting,,,Under step conference.,False,45-54,Pro
84184,2023-05-22,-19,PC,"Sydney, AUS",14,Meeting,,1.0,,True,18-24,Pro
66315,2021-09-19,-6,PC,"São Paulo, BRA",26,Class,185.91,3.0,Reality society arrive ball.,True,55+,Enterprise
34954,2023-03-17,7,Tablet,"New York, USA",46,Webinar,191.79,,Baby indeed bring subject.,True,18-24,Business
55230,2022-06-15,115,Phone,"London, UK",4,Class,,5.0,,True,45-54,Free
83814,2023-03-11,81,PC,"London, UK",99,Class,,4.0,Medical where radio today condition significant condition.,False,55+,Enterprise
92391,2022-02-07,-8,PC,"London, UK",79,Class,15.92,,,True,25-34,Business
16009,2023-12-18,112,Tablet,"New York, USA",59,Webinar,,2.0,,False,35-44,Free
14199,2022-06-17,-8,Tablet,"Tokyo, JPN",33,Webinar,130.41,,,False,45-54,Enterprise
77751,2023-10-11,80,Tablet,"Sydney, AUS",66,Class,,,Simple ready word spring.,False,18-24,Free
40520,2022-11-17,102,PC,"New York, USA",38,Webinar,,1.0,Which score girl area yes hand authority serious.,False,18-24,Business
77341,2024-05-31,-10,PC,"New York, USA",24,Class,,4.0,Seat send collection push.,True,35-44,Business
49295,2024-05-23,-24,PC,"Sydney, AUS",59,Meeting,,2.0,Positive executive street hospital theory.,True,55+,Enterprise
24664,2024-01-16,-5,Tablet,"Tokyo, JPN",28,Meeting,43.09,,,True,18-24,Pro
37753,2022-06-14,36,Tablet,"Tokyo, JPN",54,Class,,2.0,,False,35-44,Business
42289,2024-05-27,-19,Tablet,"Tokyo, JPN",69,Class,,,Under itself plant sort huge executive.,True,18-24,Pro
11738,2024-07-17,-4,PC,"London, UK",59,Meeting,,,,True,45-54,Pro
37998,2023-07-02,58,PC,"London, UK",96,Meeting,84.62,,,True,25-34,Free
90970,2022-07-12,105,Tablet,"Sydney, AUS",65,Meeting,,,He want draw number common vote organization.,False,55+,Business
85421,2022-02-15,-25,Tablet,"Sydney, AUS",23,Class,,,Politics candidate heavy suddenly then per.,False,35-44,Free
36217,2024-03-21,104,PC,"New York, USA",79,Webinar,21.63,4.0,Start stock appear deal magazine some that.,False,25-34,Pro
96785,2023-08-26,-13,PC,"London, UK",61,Meeting,,,,False,25-34,Business
99196,2022-05-18,-9,Tablet,"Tokyo, JPN",87,Meeting,,1.0,,False,55+,Business
53485,2022-09-07,0,PC,"São Paulo, BRA",51,Meeting,,,,False,25-34,Enterprise
33388,2022-07-28,41,Tablet,"London, UK",13,Class,160.43,,Adult side traditional next own decade then.,False,55+,Pro
87158,2021-09-17,42,PC,"New York, USA",56,Meeting,126.15,1.0,Wear important chair civil them.,True,25-34,Enterprise
37998,2023-07-26,-6,PC,"London, UK",84,Meeting,60.09,,Full campaign myself business shake.,False,18-24,Pro
78432,2021-08-19,3,PC,"Tokyo, JPN",77,Meeting,,3.0,,False,35-44,Pro
48290,2023-08-09,13,Tablet,"New York, USA",63,Class,,,Decision economic plant art local.,False,25-34,Pro
22725,2024-01-22,2,Phone,"São Paulo, BRA",81,Class,171.11,,Town main she what what large.,True,25-34,Business
47730,2023-02-08,16,Phone,"New York, USA",67,Class,152.43,3.0,Quality power politics.,True,35-44,Pro
68709,2023-12-16,11,Tablet,"Sydney, AUS",62,Meeting,,,Hot ask along once school.,False,45-54,Enterprise
21668,2023-08-14,25,PC,"Sydney, AUS",51,Meeting,,2.0,Bill pass land collection continue reason.,False,45-54,Enterprise
67322,2022-11-19,-7,Tablet,"São Paulo, BRA",14,Class,77.23,,Chair front attorney order.,True,45-54,Pro
50997,2024-02-02,0,Phone,"Tokyo, JPN",38,Class,,4.0,,False,45-54,Pro
21796,2022-07-05,32,Phone,"Sydney, AUS",48,Meeting,156.12,,Discussion cultural commercial alone effort hear offer writer.,False,25-34,Enterprise
48504,2021-09-15,102,Phone,"New York, USA",50,Webinar,120.76,,Team control against mean lot night kitchen.,True,55+,Enterprise
43753,2023-06-28,-17,Tablet,"London, UK",26,Meeting,,,Suddenly strong start contain tend page modern.,True,45-54,Pro
36985,2022-05-01,-12,PC,"São Paulo, BRA",3,Webinar,4.55,,,False,18-24,Free
44917,2022-05-31,83,Tablet,"New York, USA",54,Class,,,,False,45-54,Free
80723,2024-06-06,-8,Tablet,"New York, USA",48,Class,21.45,1.0,,False,45-54,Pro
80958,2023-11-28,-24,Phone,"New York, USA",89,Meeting,52.68,1.0,Fact financial better Mr point billion.,True,35-44,Business
14881,2022-01-24,-5,Tablet,"London, UK",18,Class,92.68,3.0,All hotel radio early avoid approach lay report.,False,45-54,Free
87540,2022-12-14,-23,Phone,"Tokyo, JPN",36,Webinar,,2.0,,False,18-24,Business
44430,2022-05-30,107,Phone,"London, UK",89,Meeting,,1.0,,True,45-54,Enterprise
32767,2023-04-28,-27,PC,"São Paulo, BRA",98,Class,,,News lead health leave step base.,True,25-34,Pro
45527,2024-02-13,-18,Phone,"São Paulo, BRA",26,Webinar,,4.0,Like front rate southern peace training.,True,25-34,Enterprise
90314,2022-03-30,14,PC,"New York, USA",59,Meeting,,,True listen player upon relate customer play.,True,55+,Free
77327,2022-01-03,56,Tablet,"São Paulo, BRA",56,Class,,,,False,45-54,Pro
11956,2024-03-26,25,Phone,"Sydney, AUS",68,Class,,1.0,Always cause represent finally officer to.,True,25-34,Free
84184,2024-01-28,-29,PC,"New York, USA",69,Meeting,,,,False,45-54,Pro
80958,2024-03-02,-24,Phone,"Sydney, AUS",91,Class,58.31,1.0,Customer garden clearly subject remain set.,False,35-44,Pro
80958,2022-11-21,41,PC,"London, UK",43,Webinar,29.22,,Month thing indeed draw firm end amount.,True,35-44,Free
80958,2023-01-14,87,Phone,"Sydney, AUS",61,Class,1.2,4.0,,True,55+,Business
44923,2023-09-04,30,PC,"New York, USA",13,Webinar,,,His challenge process create much all media.,False,45-54,Business
89247,2024-02-23,-30,Tablet,"Sydney, AUS",67,Class,,,Under fall painting participant fly.,True,25-34,Enterprise
77751,2023-08-10,29,Tablet,"Tokyo, JPN",4,Meeting,,3.0,Operation enjoy factor whatever member.,True,45-54,Free
63348,2021-10-21,-2,Phone,"London, UK",34,Class,,,Eye president clear also.,False,35-44,Pro
28093,2023-08-20,-14,Phone,"New York, USA",56,Webinar,,3.0,Fish wife magazine wife.,False,25-34,Enterprise
52791,2024-05-20,-14,Phone,"São Paulo, BRA",86,Meeting,,,,True,25-34,Business
27268,2023-11-16,76,Tablet,"Sydney, AUS",1,Webinar,71.1,,,False,55+,Pro
87969,2022-11-20,-8,PC,"London, UK",56,Class,,2.0,Common us hospital spend war mission light.,False,25-34,Enterprise
67322,2023-04-21,52,Tablet,"Sydney, AUS",77,Webinar,,3.0,Rest without interview energy.,True,35-44,Pro
22950,2023-09-28,-24,Tablet,"New York, USA",39,Class,,5.0,Likely commercial image fight although artist us.,False,18-24,Pro
74882,2022-01-08,-8,Phone,"Sydney, AUS",60,Webinar,,,,True,45-54,Free
33969,2022-04-29,-11,PC,"São Paulo, BRA",66,Webinar,,,,True,45-54,Enterprise
81499,2022-08-27,7,Tablet,"New York, USA",43,Class,,,Ready but cut new enough.,True,18-24,Free
25969,2024-05-15,27,Phone,"Tokyo, JPN",18,Meeting,179.12,,Study should enter somebody law quality beat.,True,45-54,Pro
85421,2023-01-04,9,Phone,"New York, USA",67,Meeting,50.19,4.0,Live democratic rest trouble.,False,45-54,Free
47730,2021-09-19,-21,Tablet,"London, UK",31,Class,,5.0,List ahead avoid six threat.,True,25-34,Pro
81948,2022-04-27,96,PC,"São Paulo, BRA",95,Class,,,,True,55+,Enterprise
25351,2022-09-22,-22,Tablet,"New York, USA",60,Webinar,162.89,,Method deep card quite only.,False,18-24,Business
30475,2022-05-25,-10,PC,"Sydney, AUS",18,Webinar,,3.0,Indicate adult result economic bed team attention apply.,False,55+,Pro
41091,2022-02-10,-8,Phone,"New York, USA",23,Class,,4.0,,False,45-54,Free
45527,2023-08-15,-10,Tablet,"Tokyo, JPN",78,Class,,,Major feel shake us form PM president degree.,False,55+,Enterprise
92139,2021-08-24,6,PC,"New York, USA",86,Meeting,,3.0,Also expert attention different project.,True,18-24,Pro
